entry_id,booked_on,kind,order_ref,expected_amount_inr,memo
INV-IX3D6O92,2026-03-25,receivable,order_ix3d6o9291gv69,"4,186.04",INV INV-IX3D6O92 USD 51.00 @ 84.0631
INV-JCQM2RZY,2026-03-25,receivable,,"1,268.34",INV INV-JCQM2RZY domestic sale
INV-JK8P0Z5Z,2026-03-25,receivable,order_jk8p0z5zbrsxf4,"2,928.22",INV INV-JK8P0Z5Z domestic sale
INV-LJ6EGP49,2026-03-25,receivable,order_lj6egp49ga24rx,"7,827.04",INV INV-LJ6EGP49 USD 96.00 @ 83.5023
INV-MJSZWRC4,2026-03-25,receivable,order_mjszwrc4q6a6yq,"4,881.02",INV INV-MJSZWRC4 domestic sale
INV-MRDF2LZP,2026-03-25,receivable,order_mrdf2lzpzkdyjh,"4,881.02",INV INV-MRDF2LZP domestic sale
INV-O51I936P,2026-03-25,receivable,,"5,368.25",INV INV-O51I936P domestic sale
INV-O51TNJ52,2026-03-25,receivable,order_o51tnj52kdh8b3,487.22,INV INV-O51TNJ52 domestic sale
INV-OELYUEHY,2026-03-25,receivable,order_oelyuehy7qs60y,"4,881.02",INV INV-OELYUEHY domestic sale
INV-OP281Z37,2026-03-25,receivable,order_op281z378tnasm,"9,763.02",INV INV-OP281Z37 domestic sale
INV-Q5VERNZ2,2026-03-25,receivable,,"7,809.25",INV INV-Q5VERNZ2 domestic sale
INV-SKQQ667R,2026-03-25,receivable,order_skqq667r8f7x5o,"2,440.02",INV INV-SKQQ667R domestic sale
INV-SX27W3FH,2026-03-25,receivable,order_sx27w3fh6cqitk,490.24,INV INV-SX27W3FH USD 6.00 @ 83.6820
INV-T9AOTB5F,2026-03-25,receivable,,"1,463.62",INV INV-T9AOTB5F domestic sale
INV-U4W8EEVV,2026-03-25,receivable,order_u4w8eevv5gr6cc,"4,881.02",INV INV-U4W8EEVV domestic sale
INV-V9G61P4K,2026-03-25,receivable,,"5,857.42",INV INV-V9G61P4K domestic sale
INV-W60QF5Q3,2026-03-25,receivable,,"5,856.94",INV INV-W60QF5Q3 domestic sale
INV-YFY627BK,2026-03-25,receivable,order_yfy627bkhfo6pq,"2,440.02",INV INV-YFY627BK domestic sale
INV-ZSUGWO9R,2026-03-25,receivable,,"5,368.25",INV INV-ZSUGWO9R domestic sale
CRN-V7MW3US4,2026-03-26,refund,,"-2,499.00",Credit note against INV-U1WANEYN
INV-027BKYNS,2026-03-26,receivable,order_027bkynsjond2q,"1,463.62",INV INV-027BKYNS domestic sale
INV-1K7VTN4W,2026-03-26,receivable,order_1k7vtn4wtw29h8,487.22,INV INV-1K7VTN4W domestic sale
INV-1QEF8XZ4,2026-03-26,receivable,order_1qef8xz4kytpxs,780.14,INV INV-1QEF8XZ4 domestic sale
INV-1TJSHAS5,2026-03-26,receivable,order_1tjshas5zhsvuq,"1,268.34",INV INV-1TJSHAS5 domestic sale
INV-1UIBVAS1,2026-03-26,receivable,,"1,463.62",INV INV-1UIBVAS1 domestic sale
INV-3HBH869S,2026-03-26,receivable,,975.42,INV INV-3HBH869S domestic sale
INV-5IPI677T,2026-03-26,receivable,order_5ipi677t1iuk5x,"7,809.25",INV INV-5IPI677T domestic sale
INV-5RFO6QMF,2026-03-26,receivable,order_5rfo6qmfd92xmp,487.22,INV INV-5RFO6QMF domestic sale
INV-6I5BSY90,2026-03-26,receivable,,975.42,INV INV-6I5BSY90 domestic sale
INV-6ZFVHNB8,2026-03-26,receivable,order_6zfvhnb8ur6az3,"4,392.82",INV INV-6ZFVHNB8 domestic sale
INV-7K8XMS25,2026-03-26,receivable,,"1,463.62",INV INV-7K8XMS25 domestic sale
INV-9UMM7XSM,2026-03-26,receivable,,"5,368.74",INV INV-9UMM7XSM domestic sale
INV-9X2YN8ZY,2026-03-26,receivable,order_9x2yn8zyjfu32m,"7,810.22",INV INV-9X2YN8ZY domestic sale
INV-ARXXVDZE,2026-03-26,receivable,order_arxxvdzecbtd7i,"3,416.42",INV INV-ARXXVDZE domestic sale
INV-B9ZG6VWB,2026-03-26,receivable,order_b9zg6vwbh2agcu,"2,928.22",INV INV-B9ZG6VWB domestic sale
INV-CEAZWEFG,2026-03-26,receivable,order_ceazwefgvy8m9p,975.42,INV INV-CEAZWEFG domestic sale
INV-CJIDQ7XI,2026-03-26,receivable,,"67,512.88",INV INV-CJIDQ7XI USD 836.00 @ 82.7090
INV-ELX8WY1O,2026-03-26,receivable,,"9,763.02",INV INV-ELX8WY1O domestic sale
INV-F9PB64LZ,2026-03-26,receivable,order_f9pb64lz6u215k,975.42,INV INV-F9PB64LZ domestic sale
INV-G6B4QBEZ,2026-03-26,receivable,order_g6b4qbezfji38g,"5,857.42",INV INV-G6B4QBEZ domestic sale
INV-GL72B2FS,2026-03-26,receivable,,"10,153.10",INV INV-GL72B2FS domestic sale
INV-GNX33EYA,2026-03-26,receivable,,"4,881.02",INV INV-GNX33EYA domestic sale
INV-GRGR0DCQ,2026-03-26,receivable,order_grgr0dcq3gqm9c,"9,788.05",INV INV-GRGR0DCQ USD 121.00 @ 82.8482
INV-HNNXQ5BX,2026-03-26,receivable,,"1,14,062.22",INV INV-HNNXQ5BX domestic sale
INV-IMDJKYFF,2026-03-26,receivable,,"1,01,587.82",INV INV-IMDJKYFF domestic sale
INV-JI4EW94U,2026-03-26,receivable,order_ji4ew94uch4cqo,"2,440.02",INV INV-JI4EW94U domestic sale
INV-KBRL56T1,2026-03-26,receivable,order_kbrl56t10sp82u,"3,416.42",INV INV-KBRL56T1 domestic sale
INV-KZAOA3K3,2026-03-26,receivable,order_kzaoa3k31dk2yp,"5,612.84",INV INV-KZAOA3K3 domestic sale
INV-NJ707XBI,2026-03-26,receivable,order_nj707xbivfebr3,"6,149.37",INV INV-NJ707XBI domestic sale
INV-OQAUFR1D,2026-03-26,receivable,order_oqaufr1d70ndyp,"3,416.42",INV INV-OQAUFR1D domestic sale
INV-OT383LEP,2026-03-26,receivable,,"2,536.69",INV INV-OT383LEP domestic sale
INV-RB4CWXV4,2026-03-26,receivable,order_rb4cwxv48yqi8s,"4,880.05",INV INV-RB4CWXV4 domestic sale
INV-SOLDIY8M,2026-03-26,receivable,order_soldiy8mc6y2jl,"4,392.82",INV INV-SOLDIY8M domestic sale
INV-TD3LWNT8,2026-03-26,receivable,,"1,268.34",INV INV-TD3LWNT8 domestic sale
INV-TG8LSJ6A,2026-03-26,receivable,order_tg8lsj6aki0n5l,"7,810.22",INV INV-TG8LSJ6A domestic sale
INV-TKWJ1B3U,2026-03-26,receivable,,"2,440.02",INV INV-TKWJ1B3U domestic sale
INV-U5BZ4SI2,2026-03-26,receivable,,"5,857.42",INV INV-U5BZ4SI2 domestic sale
INV-UYGGP4I2,2026-03-26,receivable,,"2,440.02",INV INV-UYGGP4I2 domestic sale
INV-WXRPXVH9,2026-03-26,receivable,order_wxrpxvh9q5l1zk,"97,133.58",INV INV-WXRPXVH9 domestic sale
INV-X57KL5FX,2026-03-26,receivable,,"7,810.22",INV INV-X57KL5FX domestic sale
INV-XRO4KOY8,2026-03-26,receivable,order_xro4koy8mpohm2,"2,928.22",INV INV-XRO4KOY8 domestic sale
INV-YH3V28YY,2026-03-26,receivable,,"6,101.04",INV INV-YH3V28YY domestic sale
INV-ZI7UVMU8,2026-03-26,receivable,,"5,857.42",INV INV-ZI7UVMU8 domestic sale
TDS-AX5JJM2M,2026-03-26,tds,,-611.59,Withholding accrual @ 1.00% on batch 5jjm2m
TDS-BZUF71H1,2026-03-26,tds,,-390.36,Withholding accrual @ 1.00% on batch uf71h1
CRN-MJ5AK4BS,2026-03-27,refund,,"-1,249.50",Credit note against INV-JI4EW94U
CRN-X54TJZ6I,2026-03-27,refund,,"-15,973.04",Credit note against INV-HXIIO776
INV-0O887WLN,2026-03-27,receivable,,"5,857.42",INV INV-0O887WLN domestic sale
INV-15N7HAS6,2026-03-27,receivable,,487.22,INV INV-15N7HAS6 domestic sale
INV-1PE45ZHR,2026-03-27,receivable,order_1pe45zhrsnrq9w,"1,951.82",INV INV-1PE45ZHR domestic sale
INV-2TQ2INHO,2026-03-27,receivable,order_2tq2inhowukrh4,"6,491.60",INV INV-2TQ2INHO domestic sale
INV-43US45RN,2026-03-27,receivable,order_43us45rnbtrslx,"4,392.82",INV INV-43US45RN domestic sale
INV-5D6WOVQB,2026-03-27,receivable,order_5d6wovqb25r6kh,"13,179.45",INV INV-5D6WOVQB domestic sale
INV-5F99X5JP,2026-03-27,receivable,order_5f99x5jpdq9zql,"4,392.82",INV INV-5F99X5JP domestic sale
INV-5R3KF4T8,2026-03-27,receivable,order_5r3kf4t8vje6jf,"2,928.22",INV INV-5R3KF4T8 domestic sale
INV-5RCML694,2026-03-27,receivable,,"8,590.37",INV INV-5RCML694 domestic sale
INV-5V1OLYU6,2026-03-27,receivable,order_5v1olyu6fmy6q2,"6,101.04",INV INV-5V1OLYU6 domestic sale
INV-68J7FUHD,2026-03-27,receivable,order_68j7fuhdlzyfm8,"6,589.24",INV INV-68J7FUHD domestic sale
INV-6SV2SRZR,2026-03-27,receivable,order_6sv2srzrukfi8v,"1,268.34",INV INV-6SV2SRZR domestic sale
INV-7WDVPI70,2026-03-27,receivable,order_7wdvpi70eimulp,"4,392.82",INV INV-7WDVPI70 domestic sale
INV-94M8VTK6,2026-03-27,receivable,order_94m8vtk6wklkl7,"6,833.34",INV INV-94M8VTK6 domestic sale
INV-9UBEYE6B,2026-03-27,receivable,,"2,731.97",INV INV-9UBEYE6B domestic sale
INV-ABNQAE6T,2026-03-27,receivable,order_abnqae6t9t8ynb,"5,856.45",INV INV-ABNQAE6T domestic sale
INV-AJY42K9S,2026-03-27,receivable,,"4,881.02",INV INV-AJY42K9S domestic sale
INV-AVM1RHDJ,2026-03-27,receivable,order_avm1rhdjwtcrn9,"9,763.02",INV INV-AVM1RHDJ domestic sale
INV-BKAZHG5J,2026-03-27,receivable,order_bkazhg5jyxwch3,"4,881.02",INV INV-BKAZHG5J domestic sale
INV-DSCN740O,2026-03-27,receivable,order_dscn740ofsd12d,"2,928.22",INV INV-DSCN740O domestic sale
INV-EERM89Q2,2026-03-27,receivable,,"5,857.42",INV INV-EERM89Q2 domestic sale
INV-EH1Q7MO8,2026-03-27,receivable,order_eh1q7mo8m86ht7,"3,416.42",INV INV-EH1Q7MO8 domestic sale
INV-FCS7LWD5,2026-03-27,receivable,,"5,856.45",INV INV-FCS7LWD5 domestic sale
INV-FEJO9Z0B,2026-03-27,receivable,order_fejo9z0bhwl0b4,"4,881.02",INV INV-FEJO9Z0B domestic sale
INV-G2DXL8ER,2026-03-27,receivable,order_g2dxl8ereez2f9,"7,799.59",INV INV-G2DXL8ER USD 95.00 @ 84.0854
INV-GIP3XIN1,2026-03-27,receivable,order_gip3xin1udmaqi,"1,170.22",INV INV-GIP3XIN1 domestic sale
INV-HQIR6YZO,2026-03-27,receivable,order_hqir6yzo22y73o,"7,810.22",INV INV-HQIR6YZO domestic sale
INV-IB4CHHOO,2026-03-27,receivable,order_ib4chhoonc05ni,"4,392.82",INV INV-IB4CHHOO domestic sale
INV-JLQ9LAT0,2026-03-27,receivable,order_jlq9lat0gyiz4r,"2,097.80",INV INV-JLQ9LAT0 domestic sale
INV-JTAZ8FPV,2026-03-27,receivable,order_jtaz8fpvy1l1m2,"5,612.84",INV INV-JTAZ8FPV domestic sale
INV-KDD1HLPA,2026-03-27,receivable,order_kdd1hlpajkznl8,780.14,INV INV-KDD1HLPA domestic sale
INV-LNB2S5DQ,2026-03-27,receivable,,487.22,INV INV-LNB2S5DQ domestic sale
INV-LRWD6FKN,2026-03-27,receivable,order_lrwd6fkndul7tm,"1,463.62",INV INV-LRWD6FKN domestic sale
INV-N3H1QOH2,2026-03-27,receivable,order_n3h1qoh20d9hno,"95,655.73",INV INV-N3H1QOH2 domestic sale
INV-OGH7A6OE,2026-03-27,receivable,order_ogh7a6oeqb7weo,975.42,INV INV-OGH7A6OE domestic sale
INV-ONZCOVLO,2026-03-27,receivable,,"5,857.42",INV INV-ONZCOVLO domestic sale
INV-P68OYHXU,2026-03-27,receivable,order_p68oyhxu9kxooo,"2,921.69",INV INV-P68OYHXU USD 36.00 @ 83.1198
INV-PBTDI7G8,2026-03-27,receivable,,"3,416.42",INV INV-PBTDI7G8 domestic sale
INV-QKAU5SYK,2026-03-27,receivable,,"2,927.25",INV INV-QKAU5SYK domestic sale
INV-QORCPUQB,2026-03-27,receivable,order_qorcpuqbnsvtir,"4,392.82",INV INV-QORCPUQB domestic sale
INV-SPP9770Z,2026-03-27,receivable,order_spp9770zfb3ywl,487.22,INV INV-SPP9770Z domestic sale
INV-U6W5MKTM,2026-03-27,receivable,order_u6w5mktmsjhvei,"6,149.37",INV INV-U6W5MKTM domestic sale
INV-VXJKVJSI,2026-03-27,receivable,,"60,906.70",INV INV-VXJKVJSI domestic sale
INV-W78F4Y89,2026-03-27,receivable,order_w78f4y89vtel4b,"5,857.42",INV INV-W78F4Y89 domestic sale
INV-WTICMOHL,2026-03-27,receivable,,975.42,INV INV-WTICMOHL domestic sale
INV-Z8XOGX87,2026-03-27,receivable,order_z8xogx879py9z4,"7,810.22",INV INV-Z8XOGX87 domestic sale
INV-ZCZSICMF,2026-03-27,receivable,order_zczsicmfukqaeq,"3,903.65",INV INV-ZCZSICMF domestic sale
INV-ZFFLXBXE,2026-03-27,receivable,order_zfflxbxegjtz8i,"11,959.44",INV INV-ZFFLXBXE domestic sale
TDS-O71RNFZ5,2026-03-27,tds,,-29.99,Withholding accrual @ 1.00% on batch 1rnfz5
INV-4E2C6JZX,2026-03-28,receivable,,"4,392.82",INV INV-4E2C6JZX domestic sale
INV-58SF6XTK,2026-03-28,receivable,,"8,542.04",INV INV-58SF6XTK domestic sale
INV-780J4G3S,2026-03-28,receivable,order_780j4g3sa6p3yt,780.14,INV INV-780J4G3S domestic sale
INV-9VNDAOPD,2026-03-28,receivable,,"68,598.76",INV INV-9VNDAOPD domestic sale
INV-BB8KM9LD,2026-03-28,receivable,,"1,463.62",INV INV-BB8KM9LD domestic sale
INV-ETM3M445,2026-03-28,receivable,,"1,951.82",INV INV-ETM3M445 domestic sale
INV-ETPI6XJE,2026-03-28,receivable,,"2,927.74",INV INV-ETPI6XJE domestic sale
INV-HC4AS9UA,2026-03-28,receivable,,"2,928.22",INV INV-HC4AS9UA domestic sale
INV-ILRG3FJ4,2026-03-28,receivable,order_ilrg3fj43in0ky,816.38,INV INV-ILRG3FJ4 USD 10.00 @ 83.6114
INV-SO71MIMP,2026-03-28,receivable,order_so71mimp92634b,"5,857.42",INV INV-SO71MIMP domestic sale
INV-52ZZLJTH,2026-03-29,receivable,order_52zzljth8xi9lf,"1,951.34",INV INV-52ZZLJTH domestic sale
INV-CCWEFKK7,2026-03-29,receivable,,"5,368.25",INV INV-CCWEFKK7 domestic sale
INV-FCKZVK0Z,2026-03-29,receivable,,"1,462.65",INV INV-FCKZVK0Z domestic sale
INV-GLO03E6G,2026-03-29,receivable,,"4,392.82",INV INV-GLO03E6G domestic sale
INV-PH32WQJ4,2026-03-29,receivable,order_ph32wqj4xy3a24,"1,268.34",INV INV-PH32WQJ4 domestic sale
INV-Q0Q4K94K,2026-03-29,receivable,,975.42,INV INV-Q0Q4K94K domestic sale
INV-SMBBKJY8,2026-03-29,receivable,order_smbbkjy8q798nh,"2,440.02",INV INV-SMBBKJY8 domestic sale
INV-W9NETC9W,2026-03-29,receivable,,"1,268.34",INV INV-W9NETC9W domestic sale
INV-WPC2SQ47,2026-03-29,receivable,order_wpc2sq47pzt20l,"4,196.57",INV INV-WPC2SQ47 domestic sale
CRN-L2J3FQCJ,2026-03-30,refund,,"-3,499.00",Credit note against INV-VVVHOLPU
INV-0M9RYOSG,2026-03-30,receivable,order_0m9ryosgno0fhx,"7,810.22",INV INV-0M9RYOSG domestic sale
INV-1RMPA8XS,2026-03-30,receivable,order_1rmpa8xs70fibw,"2,928.22",INV INV-1RMPA8XS domestic sale
INV-3J8DQC50,2026-03-30,receivable,,"3,416.42",INV INV-3J8DQC50 domestic sale
INV-4DQ4CPZD,2026-03-30,receivable,order_4dq4cpzdci0598,"2,440.02",INV INV-4DQ4CPZD domestic sale
INV-6SSGR1U9,2026-03-30,receivable,order_6ssgr1u9t6e0v5,"7,808.84",INV INV-6SSGR1U9 USD 97.00 @ 82.4494
INV-77TQQ2IF,2026-03-30,receivable,order_77tqq2if8d3z46,"4,392.82",INV INV-77TQQ2IF domestic sale
INV-8OA4DIUX,2026-03-30,receivable,,"4,391.85",INV INV-8OA4DIUX domestic sale
INV-9BPH1KXX,2026-03-30,receivable,order_9bph1kxxawljxw,"11,471.24",INV INV-9BPH1KXX domestic sale
INV-AM0DPGGZ,2026-03-30,receivable,,"4,685.26",INV INV-AM0DPGGZ domestic sale
INV-AQ38QJH8,2026-03-30,receivable,order_aq38qjh8hufs8e,"1,463.62",INV INV-AQ38QJH8 domestic sale
INV-BMGT8O7F,2026-03-30,receivable,order_bmgt8o7f8llj5h,"4,392.82",INV INV-BMGT8O7F domestic sale
INV-BWT9NZEN,2026-03-30,receivable,,"4,881.02",INV INV-BWT9NZEN domestic sale
INV-G7VX26WW,2026-03-30,receivable,order_g7vx26wwwzvyhy,"5,856.45",INV INV-G7VX26WW domestic sale
INV-HEWFXFQX,2026-03-30,receivable,,"17,573.25",INV INV-HEWFXFQX domestic sale
INV-IMHAJJRK,2026-03-30,receivable,order_imhajjrk1j3nql,"6,832.85",INV INV-IMHAJJRK domestic sale
INV-IS9Y093X,2026-03-30,receivable,order_is9y093xdwbzou,975.42,INV INV-IS9Y093X domestic sale
INV-JEFZE2AO,2026-03-30,receivable,,"7,810.22",INV INV-JEFZE2AO domestic sale
INV-JUALGD0P,2026-03-30,receivable,order_jualgd0pl2xy6g,"9,763.02",INV INV-JUALGD0P domestic sale
INV-K8H5ENNZ,2026-03-30,receivable,order_k8h5ennzsyxweh,"7,077.44",INV INV-K8H5ENNZ domestic sale
INV-KDB5VU7H,2026-03-30,receivable,,"2,928.22",INV INV-KDB5VU7H domestic sale
INV-KR4VQW7N,2026-03-30,receivable,,"6,345.14",INV INV-KR4VQW7N domestic sale
INV-LI6XRQ20,2026-03-30,receivable,,"4,392.82",INV INV-LI6XRQ20 domestic sale
INV-M32LBIOY,2026-03-30,receivable,order_m32lbioy1hmmvt,"7,125.77",INV INV-M32LBIOY domestic sale
INV-NSHSIRG0,2026-03-30,receivable,,"1,951.82",INV INV-NSHSIRG0 domestic sale
INV-NYDZVGJT,2026-03-30,receivable,order_nydzvgjtyvyyw5,"2,928.22",INV INV-NYDZVGJT domestic sale
INV-O3WISELC,2026-03-30,receivable,,"4,881.02",INV INV-O3WISELC domestic sale
INV-O746UFGN,2026-03-30,receivable,order_o746ufgnya22sa,"1,11,558.76",INV INV-O746UFGN domestic sale
INV-QI2VONHH,2026-03-30,receivable,order_qi2vonhhyldnq9,"4,881.02",INV INV-QI2VONHH domestic sale
INV-QRBPHHVB,2026-03-30,receivable,order_qrbphhvb9gbvdr,"4,392.82",INV INV-QRBPHHVB domestic sale
INV-RHEI0UEK,2026-03-30,receivable,order_rhei0uekc71r89,"1,268.34",INV INV-RHEI0UEK domestic sale
INV-T4IQJ2ZA,2026-03-30,receivable,order_t4iqj2zadfv1mc,"1,463.62",INV INV-T4IQJ2ZA domestic sale
INV-TDFJ64I7,2026-03-30,receivable,order_tdfj64i7bv8m7x,"1,511.96",INV INV-TDFJ64I7 domestic sale
INV-WABSPF4O,2026-03-30,receivable,order_wabspf4o3gs8gb,"9,763.02",INV INV-WABSPF4O domestic sale
INV-WW3BDEAI,2026-03-30,receivable,,"2,927.74",INV INV-WW3BDEAI domestic sale
INV-Y3AZ0D84,2026-03-30,receivable,,"1,951.82",INV INV-Y3AZ0D84 domestic sale
INV-ZP9GCOE1,2026-03-30,receivable,order_zp9gcoe1aiht7k,"10,006.64",INV INV-ZP9GCOE1 domestic sale
TDS-NPAM80Q8,2026-03-30,tds,,-110.47,Withholding accrual @ 1.00% on batch am80q8
TDS-OK3FB2OA,2026-03-30,tds,,-49.98,Withholding accrual @ 1.00% on batch 3fb2oa
CRN-02DXG6NK,2026-03-31,refund,,"-5,498.00",Credit note against INV-CCWEFKK7
CRN-2HJ07BS9,2026-03-31,refund,,"-1,749.50",Credit note against INV-TH2U0URG
CRN-365YB4RW,2026-03-31,refund,,"-1,499.50",Credit note against INV-JK8P0Z5Z
INV-0A3XB9PZ,2026-03-31,receivable,order_0a3xb9pzhjroku,487.22,INV INV-0A3XB9PZ domestic sale
INV-16X2ACWY,2026-03-31,receivable,,"7,810.22",INV INV-16X2ACWY domestic sale
INV-2WDD2471,2026-03-31,receivable,order_2wdd2471bqb3ps,"1,268.34",INV INV-2WDD2471 domestic sale
INV-3U4KRZM4,2026-03-31,receivable,order_3u4krzm4psbtst,780.14,INV INV-3U4KRZM4 domestic sale
INV-4HFD2UNM,2026-03-31,receivable,order_4hfd2unm9l6240,"2,928.22",INV INV-4HFD2UNM domestic sale
INV-4ZBY4P5G,2026-03-31,receivable,order_4zby4p5g7pzjkm,"12,691.25",INV INV-4ZBY4P5G domestic sale
INV-5AYN1K51,2026-03-31,receivable,order_5ayn1k51y3xaxv,"3,415.94",INV INV-5AYN1K51 domestic sale
INV-5Z4WTGS9,2026-03-31,receivable,order_5z4wtgs98bki4g,975.42,INV INV-5Z4WTGS9 domestic sale
INV-6UPAZAAQ,2026-03-31,receivable,order_6upazaaqb1od5a,"2,928.22",INV INV-6UPAZAAQ domestic sale
INV-80VRX3GT,2026-03-31,receivable,order_80vrx3gtjgh27p,"1,707.24",INV INV-80VRX3GT domestic sale
INV-88699S3G,2026-03-31,receivable,order_88699s3g3g41y1,"1,463.62",INV INV-88699S3G domestic sale
INV-8C5GJIYR,2026-03-31,receivable,,975.42,INV INV-8C5GJIYR domestic sale
INV-B3M42RVP,2026-03-31,receivable,,"7,810.22",INV INV-B3M42RVP domestic sale
INV-BY4IG3DE,2026-03-31,receivable,order_by4ig3devehzvc,"9,763.02",INV INV-BY4IG3DE domestic sale
INV-D49LMS41,2026-03-31,receivable,,"4,881.02",INV INV-D49LMS41 domestic sale
INV-DU7I1JZK,2026-03-31,receivable,order_du7i1jzkv1b4si,"9,763.02",INV INV-DU7I1JZK domestic sale
INV-E8JUX8YO,2026-03-31,receivable,,"9,763.02",INV INV-E8JUX8YO domestic sale
INV-EPCICY26,2026-03-31,receivable,order_epcicy26fzxf58,"1,268.34",INV INV-EPCICY26 domestic sale
INV-F795354R,2026-03-31,receivable,order_f795354rtk4khb,780.14,INV INV-F795354R domestic sale
INV-GDMDIJU5,2026-03-31,receivable,order_gdmdiju50oosnm,"7,810.22",INV INV-GDMDIJU5 domestic sale
INV-HALLEPB7,2026-03-31,receivable,,"14,155.85",INV INV-HALLEPB7 domestic sale
INV-HK6AJZ9G,2026-03-31,receivable,order_hk6ajz9gpyy01i,"7,810.22",INV INV-HK6AJZ9G domestic sale
INV-ID7TW5FZ,2026-03-31,receivable,order_id7tw5fzq2qh8k,"17,461.74",INV INV-ID7TW5FZ domestic sale
INV-IND2GEKX,2026-03-31,receivable,order_ind2gekxws41ht,"2,440.02",INV INV-IND2GEKX domestic sale
INV-K09JXKUO,2026-03-31,receivable,order_k09jxkuogfh6rh,975.42,INV INV-K09JXKUO domestic sale
INV-KN0M1D5U,2026-03-31,receivable,order_kn0m1d5u8le3yp,"3,416.42",INV INV-KN0M1D5U domestic sale
INV-NO9VMPJB,2026-03-31,receivable,order_no9vmpjbd4k7ij,487.22,INV INV-NO9VMPJB domestic sale
INV-NQTYDURC,2026-03-31,receivable,,"2,440.02",INV INV-NQTYDURC domestic sale
INV-O7735JZD,2026-03-31,receivable,,"1,463.62",INV INV-O7735JZD domestic sale
INV-P7GW89WL,2026-03-31,receivable,order_p7gw89wldqh41b,"1,268.34",INV INV-P7GW89WL domestic sale
INV-PTEWLD45,2026-03-31,receivable,,"12,203.05",INV INV-PTEWLD45 domestic sale
INV-QG717NWA,2026-03-31,receivable,order_qg717nwaxvznrf,"1,268.34",INV INV-QG717NWA domestic sale
INV-S56UJ00K,2026-03-31,receivable,,"5,856.45",INV INV-S56UJ00K domestic sale
INV-TER6Z72C,2026-03-31,receivable,order_ter6z72co4zrqo,"1,268.34",INV INV-TER6Z72C domestic sale
INV-TMOC586X,2026-03-31,receivable,order_tmoc586xr7xq74,"12,593.68",INV INV-TMOC586X domestic sale
INV-TOWGBARV,2026-03-31,receivable,order_towgbarvcxq1hd,"5,857.42",INV INV-TOWGBARV domestic sale
INV-VRC0374C,2026-03-31,receivable,,975.42,INV INV-VRC0374C domestic sale
INV-W4HF1XB3,2026-03-31,receivable,order_w4hf1xb3d5eegj,"2,928.22",INV INV-W4HF1XB3 domestic sale
INV-XAG9Z22C,2026-03-31,receivable,order_xag9z22c2ih8jg,"3,318.30",INV INV-XAG9Z22C domestic sale
INV-Z9SV1IB3,2026-03-31,receivable,order_z9sv1ib3y02h5x,"2,440.02",INV INV-Z9SV1IB3 domestic sale
TDS-C2ND6JEW,2026-03-31,tds,,-162.45,Withholding accrual @ 1.00% on batch nd6jew
TDS-DNMVIYA6,2026-03-31,tds,,-104.98,Withholding accrual @ 1.00% on batch mviya6
TDS-IN7EM8GS,2026-03-31,tds,,-762.54,Withholding accrual @ 1.00% on batch 7em8gs
TDS-PFK5L6J7,2026-03-31,tds,,-386.64,Withholding accrual @ 1.00% on batch k5l6j7
TDS-0SAD3B4A,2026-04-01,tds,,-129.98,Withholding accrual @ 1.00% on batch ad3b4a
